['riven', 'leesin', 'leblanc', 'ezreal', 'leona', 'jayce', 'olaf', 'sylas', 'ashe', 'blitzcrank', 'red']
['jax', 'vi', 'jayce', 'varus', 'pantheon', 'leesin', 'elise', 'annie', 'ezreal', 'ornn', 'red']
['corki', 'wukong', 'orianna', 'yuumi', 'malphite', 'zilean', 'lillia', 'jhin', 'sion', 'rammus', 'red']
['garen', 'nunu', 'sett', 'yone', 'yuumi', 'quinn', 'ekko', 'akali', 'ezreal', 'leona', 'red']
['gwen', 'leesin', 'cassiopeia', 'jhin', 'zyra', 'sett', 'poppy', 'sylas', 'ezreal', 'seraphine', 'blue']
['zilean', 'morgana', 'kayle', 'ashe', 'kaisa', 'lux', 'caitlyn', 'ezreal', 'blitzcrank', 'karma', 'red']
['ahri', 'pyke', 'qiyana', 'kaisa', 'nidalee', 'jinx', 'khazix', 'lux', 'tristana', 'heimerdinger', 'red']
['irelia', 'leesin', 'orianna', 'ezreal', 'lulu', 'gnar', 'hecarim', 'vladimir', 'kaisa', 'nautilus', 'red']
['ornn', 'warwick', 'xerath', 'caitlyn', 'alistar', 'thresh', 'jhin', 'leblanc', 'graves', 'wukong', 'red']
['tryndamere', 'velkoz', 'morgana', 'talon', 'twistedfate', 'caitlyn', 'lucian', 'ryze', 'mordekaiser', 'neeko', 'red']
['malphite', 'kaisa', 'thresh', 'udyr', 'yone', 'kayn', 'kled', 'samira', 'nautilus', 'katarina', 'red']
['wukong', 'xinzhao', 'zoe', 'ezreal', 'yuumi', 'malzahar', 'diana', 'renekton', 'samira', 'alistar', 'red']
['sett', 'shaco', 'malzahar', 'ezreal', 'thresh', 'wukong', 'fiddlesticks', 'twistedfate', 'vayne', 'lulu', 'blue']
['vayne', 'elise', 'leesin', 'kalista', 'tahmkench', 'sett', 'viego', 'talon', 'ashe', 'karma', 'blue']
['darius', 'gwen', 'vladimir', 'varus', 'elise', 'wukong', 'hecarim', 'fizz', 'ezreal', 'lulu', 'red']
['vladimir', 'chogath', 'zoe', 'jinx', 'karthus', 'velkoz', 'akali', 'annie', 'quinn', 'aurelionsol', 'red']
['cassiopeia', 'nasus', 'aatrox', 'kaisa', 'zoe', 'qiyana', 'volibear', 'seraphine', 'yasuo', 'leesin', 'red']
['aatrox', 'hecarim', 'irelia', 'vayne', 'teemo', 'mordekaiser', 'nidalee', 'nocturne', 'ezreal', 'yuumi', 'blue']
['sylas', 'graves', 'talon', 'vayne', 'thresh', 'tryndamere', 'leesin', 'katarina', 'jinx', 'yuumi', 'red']
['jax', 'hecarim', 'sylas', 'kaisa', 'zilean', 'camille', 'nidalee', 'xerath', 'ezreal', 'senna', 'red']
['vayne', 'khazix', 'nautilus', 'samira', 'fizz', 'rumble', 'karma', 'orianna', 'jinx', 'xinzhao', 'red']
['viego', 'poppy', 'sylas', 'vayne', 'yuumi', 'sett', 'udyr', 'irelia', 'jinx', 'lulu', 'blue']
['rumble', 'nocturne', 'veigar', 'samira', 'lulu', 'kennen', 'warwick', 'sett', 'ezreal', 'yuumi', 'blue']
['blitzcrank', 'heimerdinger', 'xerath', 'shaco', 'tryndamere', 'irelia', 'samira', 'seraphine', 'nocturne', 'fiddlesticks', 'blue']
['riven', 'fiddlesticks', 'xerath', 'missfortune', 'pyke', 'gnar', 'vi', 'twistedfate', 'lucian', 'janna', 'blue']
['caitlyn', 'thresh', 'evelynn', 'twitch', 'garen', 'aatrox', 'leblanc', 'quinn', 'graves', 'vayne', 'blue']
['yasuo', 'nidalee', 'lucian', 'blitzcrank', 'illaoi', 'renekton', 'riven', 'lux', 'tristana', 'sett', 'blue']
['ryze', 'fizz', 'lucian', 'braum', 'zoe', 'syndra', 'viego', 'lux', 'soraka', 'gnar', 'red']
['vladimir', 'hecarim', 'renekton', 'thresh', 'samira', 'camille', 'diana', 'rell', 'ezreal', 'malzahar', 'red']
['akali', 'shaco', 'ezreal', 'aatrox', 'yuumi', 'kindred', 'ornn', 'renekton', 'jinx', 'blitzcrank', 'blue']
['vayne', 'ekko', 'akali', 'jhin', 'xerath', 'ornn', 'elise', 'yasuo', 'ezreal', 'brand', 'blue']
['warwick', 'nidalee', 'malphite', 'jinx', 'zilean', 'sett', 'fiddlesticks', 'viego', 'ezreal', 'leona', 'red']
['kled', 'graves', 'lissandra', 'jinx', 'thresh', 'sylas', 'kindred', 'talon', 'lucian', 'morgana', 'red']
['vayne', 'anivia', 'nami', 'shaco', 'soraka', 'orianna', 'jayce', 'ezreal', 'amumu', 'zoe', 'red']
['jayce', 'diana', 'sylas', 'ashe', 'lulu', 'masteryi', 'nidalee', 'nunu', 'shaco', 'senna', 'blue']
['gnar', 'leesin', 'fizz', 'sivir', 'blitzcrank', 'darius', 'graves', 'neeko', 'senna', 'swain', 'blue']
['lissandra', 'fiddlesticks', 'riven', 'ivern', 'ezreal', 'gwen', 'missfortune', 'ahri', 'nidalee', 'maokai', 'red']
['aatrox', 'amumu', 'qiyana', 'ezreal', 'karma', 'yasuo', 'leesin', 'twistedfate', 'jhin', 'xerath', 'blue']
['tryndamere', 'zac', 'yone', 'ezreal', 'nautilus', 'camille', 'ekko', 'yasuo', 'kogmaw', 'lulu', 'red']
['gwen', 'fiddlesticks', 'yone', 'kaisa', 'braum', 'rengar', 'nocturne', 'lux', 'vayne', 'galio', 'red']
['tryndamere', 'rammus', 'leblanc', 'tristana', 'swain', 'jayce', 'sion', 'galio', 'kaisa', 'senna', 'red']
['camille', 'nunu', 'sylas', 'samira', 'nautilus', 'garen', 'gragas', 'leblanc', 'caitlyn', 'leona', 'red']
['poppy', 'graves', 'malzahar', 'varus', 'leona', 'gnar', 'viego', 'akali', 'yuumi', 'morgana', 'blue']
['viego', 'sylas', 'twistedfate', 'jhin', 'galio', 'aatrox', 'leesin', 'akali', 'ezreal', 'alistar', 'blue']
['velkoz', 'missfortune', 'tryndamere', 'xayah', 'azir', 'vladimir', 'kaisa', 'graves', 'nasus', 'pantheon', 'red']
['morgana', 'akali', 'sivir', 'velkoz', 'rammus', 'rumble', 'fiora', 'lucian', 'lux', 'shaco', 'red']
['renekton', 'diana', 'xerath', 'vayne', 'swain', 'nasus', 'khazix', 'sylas', 'kaisa', 'nautilus', 'blue']
['leesin', 'elise', 'xerath', 'samira', 'alistar', 'sett', 'graves', 'fizz', 'kaisa', 'shaco', 'red']
['illaoi', 'nidalee', 'yasuo', 'jhin', 'blitzcrank', 'gwen', 'skarner', 'talon', 'caitlyn', 'lulu', 'red']
['riven', 'nidalee', 'jinx', 'irelia', 'blitzcrank', 'volibear', 'rumble', 'yasuo', 'kaisa', 'nautilus', 'blue']
['renekton', 'leesin', 'pantheon', 'ezreal', 'shaco', 'camille', 'viego', 'wukong', 'kaisa', 'brand', 'red']
['riven', 'nautilus', 'vladimir', 'ezreal', 'leesin', 'renekton', 'diana', 'zed', 'pyke', 'kaisa', 'red']
['volibear', 'evelynn', 'irelia', 'samira', 'gragas', 'aatrox', 'wukong', 'zoe', 'caitlyn', 'alistar', 'blue']
['aphelios', 'zac', 'elise', 'xerath', 'graves', 'ryze', 'alistar', 'soraka', 'xayah', 'caitlyn', 'red']
['jayce', 'graves', 'singed', 'vayne', 'swain', 'akali', 'leesin', 'yasuo', 'jhin', 'pyke', 'blue']
['leesin', 'elise', 'camille', 'ezreal', 'galio', 'poppy', 'shaco', 'kled', 'kaisa', 'thresh', 'blue']
['ryze', 'leesin', 'talon', 'ezreal', 'blitzcrank', 'kennen', 'xinzhao', 'zed', 'jinx', 'thresh', 'blue']
['shen', 'shyvana', 'kayle', 'leblanc', 'kaisa', 'caitlyn', 'aatrox', 'seraphine', 'irelia', 'nidalee', 'blue']
['garen', 'leesin', 'zoe', 'kaisa', 'gragas', 'irelia', 'udyr', 'malzahar', 'samira', 'alistar', 'red']
['shen', 'jarvaniv', 'swain', 'tristana', 'thresh', 'aatrox', 'shyvana', 'ahri', 'kaisa', 'lux', 'blue']
['malphite', 'ekko', 'yone', 'jhin', 'pyke', 'shen', 'xinzhao', 'talon', 'samira', 'blitzcrank', 'blue']
['trundle', 'lissandra', 'rumble', 'jax', 'kindred', 'garen', 'malzahar', 'pantheon', 'lux', 'jhin', 'blue']
['sett', 'nidalee', 'pantheon', 'samira', 'blitzcrank', 'wukong', 'trundle', 'viego', 'lucian', 'thresh', 'blue']
['mordekaiser', 'wukong', 'zed', 'vayne', 'thresh', 'poppy', 'viego', 'twistedfate', 'ezreal', 'xerath', 'red']
['anivia', 'rammus', 'zed', 'yasuo', 'blitzcrank', 'gwen', 'leesin', 'qiyana', 'ezreal', 'leona', 'red']
['orianna', 'blitzcrank', 'sivir', 'katarina', 'pantheon', 'tristana', 'xerath', 'velkoz', 'neeko', 'fiora', 'red']
['mordekaiser', 'twistedfate', 'xinzhao', 'kaisa', 'sion', 'aatrox', 'shaco', 'xerath', 'sivir', 'lux', 'blue']
['tristana', 'drmundo', 'nunu', 'annie', 'heimerdinger', 'soraka', 'sona', 'veigar', 'missfortune', 'xerath', 'blue']
['sylas', 'nocturne', 'yone', 'ezreal', 'leona', 'mordekaiser', 'kindred', 'talon', 'kaisa', 'thresh', 'red']
['tryndamere', 'trundle', 'rumble', 'ashe', 'xerath', 'shen', 'elise', 'leblanc', 'jinx', 'thresh', 'red']
['volibear', 'ivern', 'talon', 'jhin', 'senna', 'garen', 'elise', 'sylas', 'karma', 'ezreal', 'red']
['qiyana', 'thresh', 'irelia', 'elise', 'vayne', 'akali', 'shen', 'nunu', 'sylas', 'ashe', 'red']
['chogath', 'leesin', 'wukong', 'senna', 'ezreal', 'viego', 'jayce', 'zed', 'kaisa', 'sett', 'blue']
['poppy', 'shaco', 'viktor', 'senna', 'morgana', 'teemo', 'kayn', 'yone', 'varus', 'swain', 'red']
['zoe', 'leesin', 'jax', 'jinx', 'lux', 'udyr', 'sona', 'mordekaiser', 'ahri', 'samira', 'blue']
['lulu', 'sett', 'shyvana', 'kassadin', 'graves', 'jhin', 'amumu', 'pyke', 'garen', 'neeko', 'blue']
['camille', 'hecarim', 'katarina', 'vayne', 'zilean', 'sett', 'rumble', 'leblanc', 'varus', 'lulu', 'red']
['kogmaw', 'sylas', 'maokai', 'teemo', 'leona', 'thresh', 'kayn', 'jinx', 'brand', 'jhin', 'red']
['gwen', 'warwick', 'katarina', 'kaisa', 'thresh', 'nocturne', 'pantheon', 'leblanc', 'ezreal', 'soraka', 'blue']
['sylas', 'jhin', 'sejuani', 'yuumi', 'nasus', 'jayce', 'lulu', 'tristana', 'xinzhao', 'darius', 'blue']
['zac', 'leesin', 'orianna', 'kaisa', 'braum', 'irelia', 'diana', 'ziggs', 'varus', 'zilean', 'red']
['kayle', 'leesin', 'sylas', 'tristana', 'twitch', 'volibear', 'jarvaniv', 'ahri', 'ezreal', 'sett', 'red']
['sion', 'graves', 'pyke', 'samira', 'lux', 'leesin', 'viego', 'jhin', 'kaisa', 'seraphine', 'blue']
['renekton', 'wukong', 'sylas', 'ezreal', 'soraka', 'fiora', 'xinzhao', 'twistedfate', 'tristana', 'alistar', 'blue']
['wukong', 'fiddlesticks', 'diana', 'lucian', 'xerath', 'camille', 'kayn', 'sylas', 'ezreal', 'karma', 'red']
['aatrox', 'fiddlesticks', 'ahri', 'ezreal', 'senna', 'gwen', 'leesin', 'zed', 'lucian', 'alistar', 'blue']
['renekton', 'khazix', 'irelia', 'xerath', 'velkoz', 'sylas', 'zac', 'yasuo', 'caitlyn', 'lux', 'red']
['jayce', 'warwick', 'xerath', 'ezreal', 'shaco', 'irelia', 'leesin', 'ekko', 'kaisa', 'pyke', 'blue']
['kayle', 'leesin', 'malzahar', 'varus', 'leona', 'sylas', 'elise', 'talon', 'ezreal', 'nautilus', 'red']
['malphite', 'sylas', 'kaisa', 'nunu', 'lulu', 'gwen', 'shaco', 'corki', 'jinx', 'yuumi', 'red']
['malzahar', 'ezreal', 'xinzhao', 'neeko', 'aatrox', 'anivia', 'pyke', 'jinx', 'rengar', 'warwick', 'red']
['irelia', 'leesin', 'viktor', 'ezreal', 'xerath', 'sett', 'graves', 'yone', 'varus', 'neeko', 'red']
['leesin', 'warwick', 'leblanc', 'ezreal', 'karma', 'vladimir', 'sylas', 'zed', 'kaisa', 'senna', 'blue']
['drmundo', 'nidalee', 'renekton', 'jinx', 'thresh', 'kennen', 'gragas', 'yasuo', 'pantheon', 'jarvaniv', 'blue']
['blitzcrank', 'morgana', 'katarina', 'kassadin', 'velkoz', 'shen', 'draven', 'zoe', 'zed', 'diana', 'blue']
['jax', 'leesin', 'twistedfate', 'ezreal', 'xerath', 'darius', 'olaf', 'rumble', 'ashe', 'thresh', 'blue']
['tryndamere', 'brand', 'senna', 'vayne', 'samira', 'camille', 'missfortune', 'taliyah', 'evelynn', 'yuumi', 'blue']
['sett', 'gwen', 'vladimir', 'rell', 'draven', 'sylas', 'yasuo', 'leesin', 'missfortune', 'leona', 'blue']
['shen', 'fiddlesticks', 'chogath', 'tristana', 'morgana', 'jayce', 'evelynn', 'vayne', 'ezreal', 'teemo', 'blue']
['volibear', 'amumu', 'graves', 'jhin', 'thresh', 'irelia', 'xinzhao', 'akali', 'jinx', 'lulu', 'blue']
['volibear', 'nunu', 'talon', 'ezreal', 'senna', 'sett', 'nidalee', 'zed', 'samira', 'leona', 'red']
['elise', 'ornn', 'thresh', 'sett', 'aphelios', 'karma', 'vayne', 'quinn', 'xerath', 'warwick', 'red']
['sylas', 'sion', 'karthus', 'ashe', 'ryze', 'lillia', 'masteryi', 'pyke', 'caitlyn', 'tristana', 'blue']
['renekton', 'mordekaiser', 'sett', 'ezreal', 'karma', 'nasus', 'kayn', 'kaisa', 'lucian', 'xerath', 'red']
['lucian', 'reksai', 'yone', 'ashe', 'zed', 'yone', 'morgana', 'viego', 'zed', 'jinx', 'red']
['riven', 'fiddlesticks', 'zed', 'ezreal', 'senna', 'darius', 'mordekaiser', 'viktor', 'kaisa', 'karma', 'blue']
['irelia', 'reksai', 'leblanc', 'kogmaw', 'lulu', 'camille', 'nidalee', 'vladimir', 'kaisa', 'senna', 'red']
['heimerdinger', 'kindred', 'sylas', 'varus', 'nautilus', 'darius', 'leesin', 'orianna', 'ezreal', 'xerath', 'blue']
['shen', 'sejuani', 'diana', 'ezreal', 'pantheon', 'riven', 'rumble', 'qiyana', 'ashe', 'leblanc', 'blue']
['talon', 'elise', 'aatrox', 'lucian', 'chogath', 'jax', 'leesin', 'twistedfate', 'ezreal', 'pyke', 'blue']
['jax', 'aatrox', 'katarina', 'sona', 'soraka', 'maokai', 'pyke', 'caitlyn', 'viego', 'annie', 'blue']
['volibear', 'corki', 'ezreal', 'jinx', 'ashe', 'irelia', 'annie', 'tryndamere', 'soraka', 'twitch', 'red']
['irelia', 'leesin', 'pantheon', 'jhin', 'thresh', 'vayne', 'nocturne', 'lucian', 'fizz', 'pyke', 'blue']
['leona', 'leesin', 'xinzhao', 'skarner', 'vayne', 'senna', 'khazix', 'gnar', 'pyke', 'yasuo', 'blue']
['jhin', 'evelynn', 'sylas', 'syndra', 'galio', 'brand', 'akali', 'xerath', 'gangplank', 'orianna', 'blue']
['twitch', 'ezreal', 'xerath', 'leesin', 'malphite', 'lucian', 'caitlyn', 'katarina', 'varus', 'masteryi', 'blue']
['fiora', 'xinzhao', 'viktor', 'tristana', 'leona', 'malphite', 'gragas', 'yasuo', 'ezreal', 'xerath', 'red']
['jayce', 'masteryi', 'aatrox', 'jinx', 'senna', 'fiora', 'kayn', 'ezreal', 'sylas', 'alistar', 'blue']
['gwen', 'volibear', 'yone', 'caitlyn', 'sona', 'renekton', 'xinzhao', 'xerath', 'kaisa', 'leona', 'red']
['leesin', 'kogmaw', 'jarvaniv', 'ziggs', 'zilean', 'ahri', 'seraphine', 'ekko', 'ashe', 'renekton', 'red']
['caitlyn', 'lux', 'jax', 'ziggs', 'kayn', 'ezreal', 'sejuani', 'senna', 'lux', 'gnar', 'blue']
['volibear', 'leesin', 'akali', 'ezreal', 'lux', 'heimerdinger', 'graves', 'twistedfate', 'kaisa', 'nautilus', 'red']
['renekton', 'karthus', 'yone', 'draven', 'senna', 'ryze', 'khazix', 'akali', 'samira', 'blitzcrank', 'blue']
['missfortune', 'blitzcrank', 'ornn', 'pyke', 'ryze', 'vayne', 'kogmaw', 'nautilus', 'akali', 'chogath', 'blue']
['rengar', 'volibear', 'jayce', 'jinx', 'senna', 'sett', 'masteryi', 'diana', 'kaisa', 'xerath', 'red']
['shaco', 'leesin', 'caitlyn', 'senna', 'malphite', 'warwick', 'zed', 'ezreal', 'yuumi', 'rumble', 'blue']
['sett', 'zac', 'viego', 'thresh', 'ezreal', 'renekton', 'graves', 'akali', 'kalista', 'senna', 'red']
['lucian', 'diana', 'lux', 'sivir', 'morgana', 'maokai', 'ashe', 'samira', 'akali', 'sett', 'red']
['warwick', 'sylas', 'lulu', 'sett', 'kogmaw', 'sylas', 'graves', 'kled', 'missfortune', 'yuumi', 'red']
['sylas', 'poppy', 'orianna', 'sivir', 'sett', 'jayce', 'elise', 'zed', 'samira', 'lulu', 'blue']
['darius', 'nocturne', 'twistedfate', 'kaisa', 'soraka', 'heimerdinger', 'leesin', 'yasuo', 'caitlyn', 'xerath', 'blue']
['ahri', 'jax', 'diana', 'ashe', 'sona', 'lucian', 'annie', 'warwick', 'vayne', 'camille', 'blue']
['nautilus', 'akali', 'yuumi', 'xayah', 'karma', 'vayne', 'orianna', 'brand', 'wukong', 'lucian', 'red']
['leesin', 'nidalee', 'irelia', 'jinx', 'bard', 'vayne', 'warwick', 'orianna', 'ashe', 'leona', 'red']
['yone', 'leesin', 'syndra', 'missfortune', 'lux', 'shen', 'evelynn', 'ekko', 'ezreal', 'thresh', 'blue']
['sett', 'hecarim', 'yone', 'kaisa', 'yuumi', 'gwen', 'shyvana', 'twistedfate', 'samira', 'taric', 'red']
['wukong', 'kayn', 'sylas', 'jhin', 'sett', 'renekton', 'hecarim', 'galio', 'ezreal', 'xerath', 'red']
['mordekaiser', 'leesin', 'lucian', 'samira', 'alistar', 'kled', 'diana', 'riven', 'vayne', 'annie', 'red']
['wukong', 'ekko', 'tristana', 'kaisa', 'zilean', 'yorick', 'evelynn', 'talon', 'ezreal', 'thresh', 'blue']
['leesin', 'poppy', 'viego', 'vayne', 'nautilus', 'gwen', 'rengar', 'ryze', 'samira', 'alistar', 'blue']
['sett', 'khazix', 'samira', 'galio', 'alistar', 'malphite', 'leesin', 'akali', 'varus', 'thresh', 'blue']
['ekko', 'kayn', 'kayle', 'kaisa', 'vayne', 'gangplank', 'thresh', 'reksai', 'xayah', 'orianna', 'red']
['wukong', 'diana', 'lucian', 'vayne', 'ashe', 'kayle', 'aurelionsol', 'zed', 'jhin', 'seraphine', 'red']
['vayne', 'varus', 'galio', 'amumu', 'kaisa', 'gragas', 'kayn', 'lucian', 'seraphine', 'anivia', 'blue']
['vladimir', 'shaco', 'talon', 'samira', 'blitzcrank', 'kled', 'leesin', 'qiyana', 'kaisa', 'brand', 'blue']
['drmundo', 'fiddlesticks', 'jax', 'karma', 'masteryi', 'garen', 'lulu', 'morgana', 'karthus', 'tristana', 'red']
['singed', 'shyvana', 'yasuo', 'samira', 'poppy', 'jayce', 'rammus', 'akali', 'vayne', 'wukong', 'blue']
['sett', 'kindred', 'annie', 'kaisa', 'thresh', 'fiora', 'graves', 'azir', 'varus', 'xerath', 'blue']
['irelia', 'kaisa', 'jayce', 'yasuo', 'lulu', 'akali', 'nocturne', 'malphite', 'kogmaw', 'soraka', 'red']
['yasuo', 'mordekaiser', 'ezreal', 'ahri', 'pantheon', 'qiyana', 'braum', 'senna', 'kayle', 'jayce', 'red']
['sett', 'leesin', 'zac', 'twitch', 'lulu', 'aatrox', 'gragas', 'yasuo', 'ezreal', 'alistar', 'blue']
['sylas', 'kindred', 'viego', 'jhin', 'xerath', 'lucian', 'leesin', 'fizz', 'ashe', 'pantheon', 'blue']
['yone', 'warwick', 'yasuo', 'draven', 'soraka', 'udyr', 'ezreal', 'galio', 'rengar', 'sett', 'blue']
['aatrox', 'wukong', 'diana', 'ezreal', 'thresh', 'gangplank', 'leesin', 'kassadin', 'jhin', 'morgana', 'blue']
['fiora', 'jax', 'kassadin', 'jinx', 'leona', 'leesin', 'shaco', 'galio', 'kaisa', 'zyra', 'blue']
['aatrox', 'fiddlesticks', 'leblanc', 'samira', 'sett', 'fiora', 'xinzhao', 'sylas', 'caitlyn', 'leona', 'blue']
['renekton', 'shaco', 'qiyana', 'lucian', 'leona', 'leesin', 'khazix', 'leblanc', 'kogmaw', 'lulu', 'blue']
['aatrox', 'karthus', 'gragas', 'ezreal', 'thresh', 'vladimir', 'poppy', 'leblanc', 'jinx', 'leona', 'blue']
['zac', 'viego', 'sylas', 'ezreal', 'senna', 'jax', 'rammus', 'ziggs', 'kalista', 'lulu', 'red']
['fiora', 'jhin', 'talon', 'ekko', 'soraka', 'hecarim', 'neeko', 'riven', 'yuumi', 'yasuo', 'blue']
['mordekaiser', 'nocturne', 'fizz', 'varus', 'lux', 'gangplank', 'trundle', 'yasuo', 'kaisa', 'senna', 'red']
['maokai', 'leesin', 'ezreal', 'renekton', 'lux', 'sett', 'kaisa', 'xerath', 'anivia', 'graves', 'red']
['gangplank', 'udyr', 'sylas', 'kaisa', 'senna', 'vayne', 'masteryi', 'akali', 'drmundo', 'leona', 'red']
['kayn', 'talon', 'jhin', 'thresh', 'garen', 'graves', 'akali', 'ornn', 'jinx', 'leona', 'red']
['kayle', 'xinzhao', 'zed', 'missfortune', 'xerath', 'irelia', 'zac', 'viego', 'ezreal', 'karma', 'red']
['vladimir', 'masteryi', 'katarina', 'caitlyn', 'xerath', 'zac', 'shaco', 'sylas', 'yasuo', 'alistar', 'red']
['leesin', 'elise', 'xerath', 'ezreal', 'morgana', 'garen', 'reksai', 'yasuo', 'kaisa', 'alistar', 'red']
['nocturne', 'zac', 'orianna', 'jinx', 'thresh', 'jayce', 'leesin', 'sylas', 'kaisa', 'leona', 'red']
['malphite', 'kayn', 'yasuo', 'samira', 'alistar', 'kennen', 'xinzhao', 'sylas', 'kaisa', 'morgana', 'red']
['sylas', 'senna', 'jhin', 'heimerdinger', 'leona', 'katarina', 'galio', 'lulu', 'kaisa', 'ezreal', 'blue']
['zoe', 'twitch', 'varus', 'kennen', 'gragas', 'pyke', 'katarina', 'ashe', 'neeko', 'leona', 'red']
['volibear', 'camille', 'galio', 'aphelios', 'leona', 'sylas', 'graves', 'kled', 'kaisa', 'lulu', 'red']
['rumble', 'kayn', 'leblanc', 'ezreal', 'senna', 'kayle', 'udyr', 'irelia', 'samira', 'fiddlesticks', 'red']
['missfortune', 'jayce', 'vladimir', 'nami', 'jhin', 'renekton', 'nunu', 'zed', 'riven', 'tristana', 'blue']
['nasus', 'karthus', 'lux', 'ezreal', 'xerath', 'tryndamere', 'nidalee', 'kaisa', 'varus', 'leona', 'blue']
['vladimir', 'kindred', 'yasuo', 'lucian', 'yuumi', 'darius', 'elise', 'twistedfate', 'ezreal', 'lux', 'red']
['mordekaiser', 'qiyana', 'yone', 'ezreal', 'karma', 'sion', 'viego', 'sylas', 'jhin', 'xerath', 'blue']
['aatrox', 'diana', 'leblanc', 'kaisa', 'leona', 'volibear', 'elise', 'katarina', 'ezreal', 'thresh', 'blue']
['gangplank', 'kindred', 'zed', 'ezreal', 'senna', 'morgana', 'poppy', 'zoe', 'sivir', 'darius', 'red']
['vladimir', 'kindred', 'aatrox', 'sivir', 'senna', 'leesin', 'ekko', 'twistedfate', 'caitlyn', 'thresh', 'red']
['sett', 'kindred', 'fizz', 'ezreal', 'zilean', 'camille', 'wukong', 'vladimir', 'missfortune', 'zac', 'blue']
['graves', 'yasuo', 'sejuani', 'ezreal', 'leona', 'kled', 'galio', 'gwen', 'urgot', 'poppy', 'blue']
['fiora', 'graves', 'yasuo', 'caitlyn', 'leblanc', 'riven', 'kayn', 'neeko', 'samira', 'xerath', 'blue']
['riven', 'masteryi', 'twistedfate', 'ezreal', 'lux', 'warwick', 'xinzhao', 'leblanc', 'samira', 'lulu', 'blue']
['sylas', 'zac', 'lucian', 'varus', 'leona', 'poppy', 'kindred', 'viktor', 'ezreal', 'senna', 'blue']
['tristana', 'masteryi', 'ahri', 'leona', 'soraka', 'orianna', 'galio', 'graves', 'sylas', 'ryze', 'red']
['illaoi', 'sylas', 'ashe', 'cassiopeia', 'corki', 'orianna', 'drmundo', 'lissandra', 'hecarim', 'pyke', 'blue']
['sylas', 'kindred', 'yone', 'ezreal', 'pyke', 'darius', 'shyvana', 'yasuo', 'senna', 'malphite', 'blue']
['sett', 'leesin', 'braum', 'lucian', 'katarina', 'kayle', 'nunu', 'twistedfate', 'ezreal', 'karma', 'red']
['fiora', 'zac', 'sylas', 'xayah', 'nautilus', 'darius', 'volibear', 'ahri', 'kaisa', 'thresh', 'red']
['mordekaiser', 'vayne', 'leblanc', 'nidalee', 'lulu', 'ezreal', 'yone', 'shaco', 'yasuo', 'pyke', 'blue']
['sylas', 'swain', 'zed', 'ezreal', 'kindred', 'sejuani', 'nunu', 'leblanc', 'samira', 'neeko', 'red']
['heimerdinger', 'xinzhao', 'lux', 'samira', 'thresh', 'mordekaiser', 'graves', 'ryze', 'ezreal', 'senna', 'blue']
['akali', 'rumble', 'zed', 'tristana', 'lulu', 'leesin', 'poppy', 'yasuo', 'ezreal', 'yuumi', 'red']
['shyvana', 'graves', 'zed', 'ezreal', 'lulu', 'sylas', 'leesin', 'yasuo', 'varus', 'lux', 'blue']
['camille', 'leona', 'irelia', 'kaisa', 'taliyah', 'pantheon', 'warwick', 'zed', 'caitlyn', 'janna', 'blue']
['malphite', 'rengar', 'senna', 'teemo', 'kaisa', 'evelynn', 'thresh', 'shyvana', 'yasuo', 'samira', 'blue']
['aatrox', 'fiddlesticks', 'riven', 'ezreal', 'velkoz', 'akali', 'graves', 'pantheon', 'aphelios', 'lulu', 'blue']
['kled', 'masteryi', 'katarina', 'ezreal', 'nautilus', 'akali', 'kayn', 'orianna', 'tristana', 'xerath', 'blue']
['sona', 'galio', 'fizz', 'ashe', 'caitlyn', 'leona', 'sylas', 'wukong', 'warwick', 'vayne', 'red']
['renekton', 'shyvana', 'mordekaiser', 'vayne', 'thresh', 'urgot', 'xinzhao', 'yasuo', 'twitch', 'lulu', 'red']
['leesin', 'masteryi', 'irelia', 'aphelios', 'galio', 'fiora', 'xinzhao', 'sylas', 'ashe', 'thresh', 'red']
['jhin', 'jayce', 'lillia', 'blitzcrank', 'nunu', 'lulu', 'caitlyn', 'amumu', 'viktor', 'rakan', 'red']
['fiora', 'missfortune', 'jinx', 'malphite', 'blitzcrank', 'samira', 'ezreal', 'kassadin', 'gangplank', 'soraka', 'blue']
['lucian', 'mordekaiser', 'leona', 'gwen', 'swain', 'sylas', 'riven', 'jhin', 'pyke', 'viego', 'blue']
['zac', 'akali', 'tahmkench', 'leona', 'samira', 'jhin', 'lux', 'sylas', 'kayn', 'sett', 'red']
['sejuani', 'zac', 'yasuo', 'kogmaw', 'lux', 'aatrox', 'taliyah', 'talon', 'caitlyn', 'senna', 'blue']
['illaoi', 'xinzhao', 'xerath', 'sivir', 'karma', 'cassiopeia', 'leesin', 'ezreal', 'samira', 'alistar', 'red']
['nocturne', 'nasus', 'yuumi', 'masteryi', 'ezreal', 'ekko', 'viego', 'gnar', 'vayne', 'soraka', 'blue']
['leesin', 'gragas', 'syndra', 'draven', 'thresh', 'poppy', 'nocturne', 'galio', 'jinx', 'xerath', 'red']
['lux', 'pantheon', 'missfortune', 'sona', 'twitch', 'caitlyn', 'jinx', 'vayne', 'ahri', 'maokai', 'red']
